2884,Dog Park (1998),Comedy|Romance,not set,not set
2885,Guinevere (1999),Drama|Romance,not set,not set
2886,Adventures of Elmo in Grouchland, The (1999),Children|Comedy,not set
2887,Simon Sez (1999),Action|Comedy,not set,not set
2888,Drive Me Crazy (1999),Comedy|Romance,not set,not set
2889,Mystery, Alaska (1999),Comedy|Drama,not set
2890,Three Kings (1999),Action|Adventure|Comedy|Drama|War,not set,not set
2891,Happy, Texas (1999),Comedy,not set
2892,New Rose Hotel (1998),Action|Drama,not set,not set
2893,Plunkett & MaCleane (1999),Action|Adventure|Drama,not set,not set
2894,Romance (1999),Drama|Romance,not set,not set
2897,And the Ship Sails On (E la nave va) (1983),Comedy|War,not set,not set
2898,Dark Half, The (1993),Horror|Mystery,not set
2899,Gulliver's Travels (1939),Adventure|Animation|Children,not set,not set
2900,Monkey Shines (1988),Horror|Sci-Fi,not set,not set
2901,Phantasm (1979),Horror|Sci-Fi,not set,not set
2902,Psycho II (1983),Horror|Mystery|Thriller,not set,not set
2903,Psycho III (1986),Horror|Thriller,not set,not set
2904,Rain (1932),Drama,not set,not set
2905,Sanjuro (Tsubaki Sanjûrô) (1962),Action|Adventure|Drama,not set,not set
2906,Random Hearts (1999),Drama|Romance,not set,not set
2907,Superstar (1999),Comedy,not set,not set
2908,Boys Don't Cry (1999),Drama,not set,not set
2912,Limey, The (1999),Crime|Drama|Thriller,not set
2913,The Mating Habits of the Earthbound Human (1999),Comedy|Sci-Fi,not set,not set
2915,Risky Business (1983),Comedy,not set,not set
2916,Total Recall (1990),Action|Adventure|Sci-Fi|Thriller,not set,not set
2917,Body Heat (1981),Crime|Thriller,not set,not set
2918,Ferris Bueller's Day Off (1986),Comedy,not set,not set
2919,Year of Living Dangerously, The (1982),Drama|Romance|War,not set
2920,Children of Paradise (Les enfants du paradis) (1945),Drama|Romance,not set,not set
2921,High Plains Drifter (1973),Western,not set,not set
2922,Hang 'Em High (1968),Crime|Drama|Western,not set,not set
2923,Handle with Care (a.k.a. Citizen's Band) (1977),Comedy,not set,not set
2924,Drunken Master (Jui kuen) (1978),Action|Comedy,not set,not set
2926,Hairspray (1988),Comedy|Drama,not set,not set
2927,Brief Encounter (1946),Drama|Romance,not set,not set
2928,Razor's Edge, The (1984),Drama,not set
2929,Reds (1981),Drama|Romance,not set,not set
2930,Return with Honor (1998),Documentary,not set,not set
2932,Days of Heaven (1978),Drama,not set,not set
2935,Lady Eve, The (1941),Comedy|Romance,not set
2936,Sullivan's Travels (1941),Adventure|Comedy|Romance,not set,not set
2937,Palm Beach Story, The (1942),Comedy,not set
2938,Man Facing Southeast (1986),Drama|Sci-Fi,not set,not set
2939,Niagara (1953),Drama|Thriller,not set,not set
2940,Gilda (1946),Drama|Film-Noir|Mystery|Romance,not set,not set
2941,South Pacific (1958),Musical|Romance|War,not set,not set
2942,Flashdance (1983),Drama|Romance,not set,not set
2943,Indochine (1992),Drama|Romance,not set,not set
2944,Dirty Dozen, The (1967),Action|Drama|War,not set
2945,Mike's Murder (1984),Mystery,not set,not set
2946,Help! (1965),Comedy|Musical,not set,not set
2947,Goldfinger (1964),Action|Adventure|Thriller,not set,not set
2948,From Russia with Love (1963),Action|Adventure|Thriller,not set,not set
2949,Dr. No (1962),Action|Adventure|Thriller,not set,not set
2950,Blue Lagoon, The (1980),Adventure|Drama|Romance,not set
2951,Fistful of Dollars, A (Per un pugno di dollari) (1964),Action|Western,not set
2952,Sydney (Hard Eight) (1996),Crime|Drama|Thriller,not set,not set
2953,Home Alone 2: Lost in New York (1992),Children|Comedy,not set,not set
2956,Someone to Watch Over Me (1987),Action|Crime|Thriller,not set,not set
2959,Fight Club (1999),Action|Crime|Drama|Thriller,not set,not set
2961,Story of Us, The (1999),Comedy|Drama,not set
2962,Fever Pitch (1997),Comedy|Romance,not set,not set
2964,Julien Donkey-Boy (1999),Drama,not set,not set
2966,Straight Story, The (1999),Adventure|Drama,not set
2967,Bad Seed, The (1956),Drama|Thriller,not set
2968,Time Bandits (1981),Adventure|Comedy|Fantasy|Sci-Fi,not set,not set
2969,Man and a Woman, A (Un homme et une femme) (1966),Drama|Romance,not set
2970,Fitzcarraldo (1982),Adventure|Drama,not set,not set
2971,All That Jazz (1979),Drama|Fantasy|Musical,not set,not set
2972,Red Sorghum (Hong gao liang) (1987),Drama|War,not set,not set
2973,Crimes and Misdemeanors (1989),Comedy|Crime|Drama,not set,not set
2974,Bats (1999),Horror|Thriller,not set,not set
2975,Best Man, The (1999),Comedy|Drama,not set
2976,Bringing Out the Dead (1999),Drama,not set,not set
2977,Crazy in Alabama (1999),Comedy|Drama,not set,not set
2978,Three to Tango (1999),Comedy|Romance,not set,not set
2979,Body Shots (1999),Drama,not set,not set
2981,Brother, Can You Spare a Dime? (1975),Documentary,not set
2982,Guardian, The (1990),Horror|Thriller,not set
2983,Ipcress File, The (1965),Thriller,not set
2984,On Any Sunday (1971),Documentary,not set,not set
2985,RoboCop (1987),Action|Crime|Drama|Sci-Fi|Thriller,not set,not set
2986,RoboCop 2 (1990),Action|Crime|Sci-Fi|Thriller,not set,not set
2987,Who Framed Roger Rabbit? (1988),Adventure|Animation|Children|Comedy|Crime|Fantasy|Mystery,not set,not set
2988,Melvin and Howard (1980),Drama,not set,not set
2989,For Your Eyes Only (1981),Action|Adventure|Thriller,not set,not set
2990,Licence to Kill (1989),Action|Adventure|Thriller,not set,not set
2991,Live and Let Die (1973),Action|Adventure|Thriller,not set,not set
2992,Rawhead Rex (1986),Horror|Thriller,not set,not set
2993,Thunderball (1965),Action|Adventure|Thriller,not set,not set
2995,House on Haunted Hill (1999),Horror|Thriller,not set,not set
2996,Music of the Heart (1999),Drama,not set,not set
2997,Being John Malkovich (1999),Comedy|Drama|Fantasy,not set,not set
2998,Dreaming of Joseph Lees (1999),Drama|Romance,not set,not set
3000,Princess Mononoke (Mononoke-hime) (1997),Action|Adventure|Animation|Drama|Fantasy,not set,not set
3001,Suburbans, The (1999),Drama,not set
3002,My Best Fiend (Mein liebster Feind) (1999),Documentary,not set,not set
3003,Train of Life (Train de vie) (1998),Comedy|Drama|Romance|War,not set,not set
3004,Bachelor, The (1999),Comedy|Romance,not set
3005,Bone Collector, The (1999),Thriller,not set
3006,Insider, The (1999),Drama|Thriller,not set
3007,American Movie (1999),Documentary,not set,not set
3008,Last Night (1998),Drama|Sci-Fi,not set,not set
3010,Rosetta (1999),Drama,not set,not set
3011,They Shoot Horses, Don't They? (1969),Drama,not set
3013,Bride of Re-Animator (1990),Comedy|Horror,not set,not set
3015,Coma (1978),Thriller,not set,not set
3016,Creepshow (1982),Horror,not set,not set
3017,Creepshow 2 (1987),Horror,not set,not set
3018,Re-Animator (1985),Comedy|Horror|Sci-Fi,not set,not set
3019,Drugstore Cowboy (1989),Crime|Drama,not set,not set
3020,Falling Down (1993),Action|Drama,not set,not set
3021,Funhouse, The (1981),Horror,not set
3022,General, The (1926),Comedy|War,not set
3024,Piranha (1978),Horror|Sci-Fi,not set,not set
3025,Rough Night in Jericho (1967),Western,not set,not set
3028,Taming of the Shrew, The (1967),Comedy,not set
3029,Nighthawks (1981),Action|Drama,not set,not set
3030,Yojimbo (1961),Action|Adventure,not set,not set
3031,Repossessed (1990),Comedy,not set,not set
3032,Omega Man, The (1971),Action|Drama|Sci-Fi|Thriller,not set
3033,Spaceballs (1987),Comedy|Sci-Fi,not set,not set
3034,Robin Hood (1973),Adventure|Animation|Children|Comedy|Musical,not set,not set
3035,Mister Roberts (1955),Comedy|Drama|War,not set,not set
3036,Quest for Fire (Guerre du feu, La) (1981),Adventure|Drama,not set
3037,Little Big Man (1970),Western,not set,not set
3038,Face in the Crowd, A (1957),Drama,not set
3039,Trading Places (1983),Comedy,not set,not set
3040,Meatballs (1979),Comedy,not set,not set
3041,Meatballs Part II (1984),Comedy,not set,not set
3042,Meatballs III (1987),Comedy,not set,not set
3043,Meatballs 4 (1992),Comedy,not set,not set
3044,Dead Again (1991),Mystery|Romance|Thriller,not set,not set
3045,Peter's Friends (1992),Comedy|Drama,not set,not set
3046,Incredibly True Adventure of Two Girls in Love, The (1995),Comedy|Romance,not set
3047,Experience Preferred... But Not Essential (1982),Drama,not set,not set
3048,Under the Rainbow (1981),Comedy,not set,not set
3051,Anywhere But Here (1999),Comedy|Drama,not set,not set
3052,Dogma (1999),Adventure|Comedy|Fantasy,not set,not set
3053,Messenger: The Story of Joan of Arc, The (1999),Drama|War,not set
3054,Pokémon: The First Movie (1998),Adventure|Animation|Children|Fantasy|Sci-Fi,not set,not set
3055,Felicia's Journey (1999),Thriller,not set,not set
3057,Where's Marlowe? (1998),Comedy,not set,not set
3060,Commitments, The (1991),Comedy|Drama|Musical,not set
3061,Holiday Inn (1942),Comedy|Musical,not set,not set
3062,Longest Day, The (1962),Action|Drama|War,not set
3063,Poison Ivy (1992),Drama|Thriller,not set,not set
3064,Poison Ivy: New Seduction (1997),Drama|Thriller,not set,not set
3066,Tora! Tora! Tora! (1970),Action|Drama|War,not set,not set
3067,Women on the Verge of a Nervous Breakdown (Mujeres al borde de un ataque de nervios) (1988),Comedy|Drama,not set,not set
3068,Verdict, The (1982),Drama|Mystery,not set
3069,Effect of Gamma Rays on Man-in-the-Moon Marigolds, The (1972),Drama,not set
3070,Adventures of Buckaroo Banzai Across the 8th Dimension, The (1984),Adventure|Comedy|Sci-Fi,not set
3071,Stand and Deliver (1988),Comedy|Drama,not set,not set
3072,Moonstruck (1987),Comedy|Romance,not set,not set
3074,Jeremiah Johnson (1972),Western,not set,not set
3075,Repulsion (1965),Drama|Horror,not set,not set
3076,Irma la Douce (1963),Comedy,not set,not set
3077,42 Up (1998),Documentary,not set,not set
3078,Liberty Heights (1999),Drama,not set,not set
3079,Mansfield Park (1999),Comedy|Drama|Romance,not set,not set
3081,Sleepy Hollow (1999),Fantasy|Horror|Mystery|Romance,not set,not set
3082,World Is Not Enough, The (1999),Action|Adventure|Thriller,not set
3083,All About My Mother (Todo sobre mi madre) (1999),Drama,not set,not set
3086,Babes in Toyland (1934),Children|Comedy|Fantasy|Musical,not set,not set
3087,Scrooged (1988),Comedy|Fantasy|Romance,not set,not set
3088,Harvey (1950),Comedy|Fantasy,not set,not set
3089,Bicycle Thieves (a.k.a. The Bicycle Thief) (a.k.a. The Bicycle Thieves) (Ladri di biciclette) (1948),Drama,not set,not set
3090,Matewan (1987),Drama,not set,not set
3091,Kagemusha (1980),Drama|War,not set,not set
3093,McCabe & Mrs. Miller (1971),Drama|Western,not set,not set
3094,Maurice (1987),Drama|Romance,not set,not set
3095,Grapes of Wrath, The (1940),Drama,not set
3096,My Man Godfrey (1957),Comedy,not set,not set
3097,Shop Around the Corner, The (1940),Comedy|Drama|Romance,not set
3098,Natural, The (1984),Drama,not set
3099,Shampoo (1975),Comedy|Drama|Romance,not set,not set
3100,River Runs Through It, A (1992),Drama,not set
3101,Fatal Attraction (1987),Drama|Thriller,not set,not set
3102,Jagged Edge (1985),Crime|Romance|Thriller,not set,not set
3103,Stanley & Iris (1990),Drama|Romance,not set,not set
3104,Midnight Run (1988),Action|Comedy|Crime|Thriller,not set,not set
3105,Awakenings (1990),Drama|Mystery,not set,not set
3106,Come See the Paradise (1990),Drama|Romance,not set,not set
3107,Backdraft (1991),Action|Drama,not set,not set
3108,Fisher King, The (1991),Comedy|Drama|Fantasy|Romance,not set
3109,River, The (1984),Drama,not set
3110,Country (1984),Drama,not set,not set
3111,Places in the Heart (1984),Drama,not set,not set
3112,'night Mother (1986),Drama,not set,not set
3113,End of Days (1999),Action|Fantasy|Horror|Mystery|Thriller,not set,not set
3114,Toy Story 2 (1999),Adventure|Animation|Children|Comedy|Fantasy,not set,not set
3115,Flawless (1999),Drama,not set,not set
3116,Miss Julie (1999),Drama,not set,not set
3117,Ride with the Devil (1999),Drama|Romance|War,not set,not set
3118,Tumbleweeds (1999),Drama,not set,not set
3120,Distinguished Gentleman, The (1992),Comedy,not set
3121,Hitch-Hiker, The (1953),Drama|Film-Noir,not set
3122,Santa Fe Trail (1940),Drama|Romance|Western,not set,not set
3125,End of the Affair, The (1999),Drama,not set
3127,Holy Smoke (1999),Comedy|Drama,not set,not set
3128,Map of the World, A (1999),Drama,not set
3129,Sweet and Lowdown (1999),Comedy|Drama,not set,not set
3130,Bonfire of the Vanities (1990),Comedy|Crime|Drama,not set,not set
3133,Go West (1925),Comedy|Western,not set,not set
3134,Grand Illusion (La grande illusion) (1937),Drama|War,not set,not set
3135,Great Santini, The (1979),Drama,not set
3136,James Dean Story, The (1957),Documentary,not set
3138,Stealing Home (1988),Drama,not set,not set
3140,Three Ages (1923),Comedy,not set,not set
3141,Two Jakes, The (1990),Drama,not set
3142,U2: Rattle and Hum (1988),Documentary|Musical,not set,not set
3143,Hell in the Pacific (1968),Drama|War,not set,not set
3144,Glass Bottom Boat, The (1966),Comedy|Romance,not set
3145,Cradle Will Rock (1999),Drama,not set,not set
3146,Deuce Bigalow: Male Gigolo (1999),Comedy,not set,not set
3147,Green Mile, The (1999),Crime|Drama,not set
3148,Cider House Rules, The (1999),Drama,not set
3150,War Zone, The (1999),Drama|Thriller,not set
3152,Last Picture Show, The (1971),Drama,not set
3153,7th Voyage of Sinbad, The (1958),Action|Adventure|Fantasy,not set
3155,Anna and the King (1999),Drama|Romance,not set,not set
3156,Bicentennial Man (1999),Drama|Romance|Sci-Fi,not set,not set
3157,Stuart Little (1999),Children|Comedy|Fantasy,not set,not set
3158,Emperor and the Assassin, The (Jing ke ci qin wang) (1999),Drama,not set
3159,Fantasia 2000 (1999),Animation|Children|Musical|IMAX,not set,not set
3160,Magnolia (1999),Drama,not set,not set
3161,Onegin (1999),Drama|Romance,not set,not set
3163,Topsy-Turvy (1999),Comedy|Drama|Musical,not set,not set
3165,Boiling Point (1993),Action|Drama,not set,not set
3166,Brenda Starr (1989),Adventure,not set,not set
3167,Carnal Knowledge (1971),Comedy|Drama,not set,not set
3168,Easy Rider (1969),Adventure|Drama,not set,not set
3169,The Falcon and the Snowman (1985),Crime|Drama|Thriller,not set,not set
3171,Room at the Top (1959),Drama,not set,not set
3173,Any Given Sunday (1999),Drama,not set,not set
3174,Man on the Moon (1999),Comedy|Drama,not set,not set
3175,Galaxy Quest (1999),Adventure|Comedy|Sci-Fi,not set,not set
3176,Talented Mr. Ripley, The (1999),Drama|Mystery|Thriller,not set
3177,Next Friday (2000),Comedy,not set,not set
3178,Hurricane, The (1999),Drama,not set
3179,Angela's Ashes (1999),Drama,not set,not set
3180,Play it to the Bone (1999),Comedy|Drama,not set,not set
3181,Titus (1999),Drama,not set,not set
3182,Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr. (1999),Documentary,not set
3183,Third Miracle, The (1999),Drama,not set
3185,Snow Falling on Cedars (1999),Drama,not set,not set
3186,Girl, Interrupted (1999),Drama,not set
3188,Life and Times of Hank Greenberg, The (1998),Documentary,not set
3189,My Dog Skip (1999),Children|Drama,not set,not set
3190,Supernova (2000),Adventure|Sci-Fi|Thriller,not set,not set
3192,Terrorist, The (a.k.a. Malli) (Theeviravaathi) (1998),Drama,not set
3194,Way We Were, The (1973),Drama|Romance,not set
3196,Stalag 17 (1953),Drama|War,not set,not set
3197,Presidio, The (1988),Action|Crime|Romance|Thriller,not set
3198,Papillon (1973),Crime|Drama,not set,not set
3199,Pal Joey (1957),Comedy|Drama|Musical|Romance,not set,not set
3200,Last Detail, The (1973),Comedy|Drama,not set
3201,Five Easy Pieces (1970),Drama,not set,not set
3202,Even Dwarfs Started Small (Auch Zwerge haben klein angefangen) (1971),Drama|Horror,not set,not set
3203,Dead Calm (1989),Thriller,not set,not set
3204,Boys from Brazil, The (1978),Action|Mystery|Thriller,not set
3205,Black Sunday (La maschera del demonio) (1960),Horror,not set,not set
3206,Against All Odds (1984),Romance,not set,not set
3207,Snows of Kilimanjaro, The (1952),Adventure,not set
3208,Loaded Weapon 1 (National Lampoon's Loaded Weapon 1) (1993),Action|Comedy,not set,not set
3210,Fast Times at Ridgemont High (1982),Comedy|Drama|Romance,not set,not set
3211,Cry in the Dark, A (1988),Drama,not set
3213,Batman: Mask of the Phantasm (1993),Animation|Children,not set,not set
3214,American Flyers (1985),Drama,not set,not set
3216,Vampyros Lesbos (Vampiras, Las) (1971),Fantasy|Horror|Thriller,not set
3217,Star Is Born, A (1937),Drama,not set
3218,Poison (1991),Drama,not set,not set
3219,Pacific Heights (1990),Mystery|Thriller,not set,not set
3221,Draughtsman's Contract, The (1982),Drama,not set
3223,Zed & Two Noughts, A (1985),Drama,not set
3224,Woman in the Dunes (Suna no onna) (1964),Drama,not set,not set
3225,Down to You (2000),Comedy|Romance,not set,not set
3232,Seven Chances (1925),Comedy,not set,not set
3235,Where the Buffalo Roam (1980),Comedy,not set,not set
3238,Eye of the Beholder (1999),Thriller,not set,not set
3239,Isn't She Great? (2000),Comedy,not set,not set
3240,Big Tease, The (1999),Comedy,not set
3241,Cup, The (Phörpa) (1999),Comedy,not set
3243,Encino Man (1992),Comedy,not set,not set
3244,Goodbye Girl, The (1977),Comedy|Romance,not set
3245,I Am Cuba (Soy Cuba/Ya Kuba) (1964),Drama,not set,not set
3246,Malcolm X (1992),Drama,not set,not set
3247,Sister Act (1992),Comedy|Crime,not set,not set
3248,Sister Act 2: Back in the Habit (1993),Comedy,not set,not set
3249,Hand That Rocks the Cradle, The (1992),Drama|Thriller,not set
3250,Alive (1993),Drama,not set,not set
3251,Agnes of God (1985),Drama|Mystery,not set,not set
3252,Scent of a Woman (1992),Drama,not set,not set
3253,Wayne's World (1992),Comedy,not set,not set
3254,Wayne's World 2 (1993),Comedy,not set,not set
3255,League of Their Own, A (1992),Comedy|Drama,not set
3256,Patriot Games (1992),Action|Crime|Drama|Thriller,not set,not set
3257,Bodyguard, The (1992),Drama|Romance|Thriller,not set
3258,Death Becomes Her (1992),Comedy|Fantasy,not set,not set
3259,Far and Away (1992),Adventure|Drama|Romance,not set,not set
3260,Howards End (1992),Drama,not set,not set
3261,Singles (1992),Comedy|Drama|Romance,not set,not set
3262,Twin Peaks: Fire Walk with Me (1992),Crime|Drama|Mystery|Thriller,not set,not set
3263,White Men Can't Jump (1992),Comedy|Drama,not set,not set
3264,Buffy the Vampire Slayer (1992),Action|Comedy|Horror,not set,not set
3265,Hard-Boiled (Lat sau san taam) (1992),Action|Crime|Drama|Thriller,not set,not set
3266,Man Bites Dog (C'est arrivé près de chez vous) (1992),Comedy|Crime|Drama|Thriller,not set,not set
3267,Mariachi, El (1992),Action|Crime|Thriller|Western,not set
3268,Stop! Or My Mom Will Shoot (1992),Action|Comedy,not set,not set
3269,Forever Young (1992),Drama|Romance|Sci-Fi,not set,not set
3270,Cutting Edge, The (1992),Comedy|Drama|Romance,not set
3271,Of Mice and Men (1992),Drama,not set,not set
3272,Bad Lieutenant (1992),Crime|Drama,not set,not set
3273,Scream 3 (2000),Comedy|Horror|Mystery|Thriller,not set,not set
3274,Single White Female (1992),Drama|Thriller,not set,not set
3275,Boondock Saints, The (2000),Action|Crime|Drama|Thriller,not set
3276,Gun Shy (2000),Comedy,not set,not set
3281,Brandon Teena Story, The (1998),Documentary,not set
3282,Different for Girls (1996),Comedy,not set,not set
3284,They Might Be Giants (1971),Comedy|Mystery|Romance,not set,not set
3285,Beach, The (2000),Adventure|Drama,not set
3286,Snow Day (2000),Comedy,not set,not set
3287,Tigger Movie, The (2000),Animation|Children,not set
3289,Not One Less (Yi ge dou bu neng shao) (1999),Drama,not set,not set
3292,Big Combo, The (1955),Film-Noir,not set
3294,Eaten Alive (1977),Horror,not set,not set
3296,To Sir with Love (1967),Drama,not set,not set
3298,Boiler Room (2000),Crime|Drama|Thriller,not set,not set
3299,Hanging Up (2000),Comedy|Drama,not set,not set
3300,Pitch Black (2000),Horror|Sci-Fi|Thriller,not set,not set
3301,Whole Nine Yards, The (2000),Comedy|Crime,not set
3302,Beautiful People (1999),Comedy,not set,not set
3303,Black Tar Heroin: The Dark End of the Street (2000),Documentary,not set,not set
3304,Blue Collar (1978),Crime|Drama,not set,not set
3306,Circus, The (1928),Comedy,not set
3307,City Lights (1931),Comedy|Drama|Romance,not set,not set
3308,Flamingo Kid, The (1984),Comedy|Drama,not set
3309,Dog's Life, A (1918),Comedy,not set
3310,Kid, The (1921),Comedy|Drama,not set
3313,Class Reunion (1982),Comedy,not set,not set
3314,Big Trees, The (1952),Action|Drama,not set
3316,Reindeer Games (2000),Action|Thriller,not set,not set
3317,Wonder Boys (2000),Comedy|Drama,not set,not set
3318,Deterrence (1999),Drama|Thriller,not set,not set
3320,Mifune's Last Song (Mifunes sidste sang) (1999),Comedy|Drama|Romance,not set,not set
3324,Drowning Mona (2000),Comedy,not set,not set
3325,Next Best Thing, The (2000),Comedy|Drama,not set
3326,What Planet Are You From? (2000),Comedy|Sci-Fi,not set,not set
3327,Beyond the Mat (1999),Documentary,not set,not set
3328,Ghost Dog: The Way of the Samurai (1999),Crime|Drama,not set,not set
3329,The Year My Voice Broke (1987),Drama|Romance,not set,not set
3330,Splendor in the Grass (1961),Drama|Romance,not set,not set
3331,My Tutor (1983),Drama,not set,not set
3334,Key Largo (1948),Crime|Drama|Film-Noir|Thriller,not set,not set
3338,For All Mankind (1989),Documentary,not set,not set
3339,Cross of Iron (1977),War,not set,not set
3340,Bride of the Monster (1955),Horror|Sci-Fi,not set,not set
3341,Born Yesterday (1950),Comedy,not set,not set
3342,Birdy (1984),Drama|War,not set,not set
3343,And God Created Woman (1988),Comedy|Drama|Romance,not set,not set
3344,Blood Feast (1963),Horror,not set,not set
3347,Never Cry Wolf (1983),Adventure|Drama,not set,not set
3349,Perils of Pauline, The (1947),Comedy,not set
3350,Raisin in the Sun, A (1961),Drama,not set
3351,Two Thousand Maniacs! (1964),Horror,not set,not set
3354,Mission to Mars (2000),Sci-Fi,not set,not set
3355,Ninth Gate, The (1999),Fantasy|Horror|Mystery|Thriller,not set
3357,East-West (Est-ouest) (1999),Drama|Romance,not set,not set
3358,Defending Your Life (1991),Comedy|Drama|Fantasy|Romance,not set,not set
3359,Breaking Away (1979),Comedy|Drama,not set,not set
3360,Hoosiers (a.k.a. Best Shot) (1986),Drama|Romance,not set,not set
3361,Bull Durham (1988),Comedy|Drama|Romance,not set,not set
3362,Dog Day Afternoon (1975),Crime|Drama,not set,not set
3363,American Graffiti (1973),Comedy|Drama,not set,not set
3364,Asphalt Jungle, The (1950),Crime|Film-Noir,not set
3365,Searchers, The (1956),Drama|Western,not set
3368,Big Country, The (1958),Romance|Western,not set
3370,Betrayed (1988),Drama|Thriller,not set,not set
3371,Bound for Glory (1976),Drama,not set,not set
3377,Hangmen Also Die! (1943),Drama|War,not set,not set
3379,On the Beach (1959),Drama,not set,not set
3380,Railroaded! (1947),Film-Noir,not set,not set
3384,Taking of Pelham One Two Three, The (1974),Action|Crime,not set
3385,Volunteers (1985),Comedy,not set,not set
3386,JFK (1991),Drama|Mystery|Thriller,not set,not set
3387,Who's Harry Crumb? (1989),Comedy|Mystery,not set,not set
3388,Harry and the Hendersons (1987),Children|Comedy,not set,not set
3390,Shanghai Surprise (1986),Adventure|Crime|Drama|Romance,not set,not set
3391,Who's That Girl? (1987),Comedy,not set,not set
3392,She-Devil (1989),Comedy,not set,not set
3393,Date with an Angel (1987),Comedy|Fantasy|Romance,not set,not set
3394,Blind Date (1987),Comedy|Romance,not set,not set
3395,Nadine (1987),Comedy,not set,not set
3396,Muppet Movie, The (1979),Adventure|Children|Comedy|Musical,not set
3397,Great Muppet Caper, The (1981),Children|Comedy,not set
3398,Muppets Take Manhattan, The (1984),Children|Comedy|Musical,not set
3399,Sesame Street Presents Follow That Bird (1985),Children|Comedy,not set,not set
3400,We're Back! A Dinosaur's Story (1993),Adventure|Animation|Children|Fantasy,not set,not set
3401,Baby... Secret of the Lost Legend (1985),Adventure|Sci-Fi,not set,not set
3402,Turtle Diary (1985),Comedy|Drama|Romance,not set,not set
3404,Titanic (1953),Action|Drama,not set,not set
3405,Night to Remember, A (1958),Action|Drama,not set
3406,Captain Horatio Hornblower R.N. (1951),Action|Adventure|Drama|War,not set,not set
3408,Erin Brockovich (2000),Drama,not set,not set
3409,Final Destination (2000),Drama|Thriller,not set,not set
3414,Love Is a Many-Splendored Thing (1955),Drama|Romance|War,not set,not set
3415,Mirror, The (Zerkalo) (1975),Drama,not set
3417,Crimson Pirate, The (1952),Adventure|Comedy,not set
3418,Thelma & Louise (1991),Adventure|Crime|Drama,not set,not set
3420,...And Justice for All (1979),Drama|Thriller,not set,not set
3421,Animal House (1978),Comedy,not set,not set
3422,She's Gotta Have It (1986),Comedy|Romance,not set,not set
3423,School Daze (1988),Drama,not set,not set
3424,Do the Right Thing (1989),Drama,not set,not set
3425,Mo' Better Blues (1990),Drama|Musical,not set,not set
3426,Jungle Fever (1991),Drama|Romance,not set,not set
3427,Coogan's Bluff (1968),Crime,not set,not set
3428,Champ, The (1979),Drama,not set
3429,Creature Comforts (1989),Animation|Comedy,not set,not set
3430,Death Wish (1974),Action|Crime|Drama,not set,not set
3431,Death Wish 2 (1982),Action|Drama,not set,not set
3432,Death Wish 3 (1985),Action|Drama,not set,not set
3434,Death Wish 5: The Face of Death (1994),Action|Drama,not set,not set
3435,Double Indemnity (1944),Crime|Drama|Film-Noir,not set,not set
3436,Dying Young (1991),Drama|Romance,not set,not set
3437,Cool as Ice (1991),Drama,not set,not set
3438,Teenage Mutant Ninja Turtles (1990),Action|Children|Comedy|Fantasy|Sci-Fi,not set,not set
3439,Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991),Action|Children|Fantasy,not set,not set
3440,Teenage Mutant Ninja Turtles III (1993),Action|Adventure|Children|Comedy|Fantasy,not set,not set
3441,Red Dawn (1984),Action|Drama|War,not set,not set
3442,Band of the Hand (1986),Action|Crime|Drama,not set,not set
3444,Bloodsport (1988),Action,not set,not set
3445,Eyes of Laura Mars (1978),Mystery|Thriller,not set,not set
3446,Funny Bones (1995),Comedy|Drama,not set,not set
3447,Good Earth, The (1937),Drama,not set
3448,Good Morning, Vietnam (1987),Comedy|Drama|War,not set
3449,Good Mother, The (1988),Drama,not set
3450,Grumpy Old Men (1993),Comedy,not set,not set
3451,Guess Who's Coming to Dinner (1967),Drama,not set,not set
3452,Romeo Must Die (2000),Action|Crime|Romance|Thriller,not set,not set
3453,Here on Earth (2000),Drama|Romance,not set,not set
3454,Whatever It Takes (2000),Comedy|Romance,not set,not set
3456,Color of Paradise, The (Rang-e khoda) (1999),Drama,not set
3457,Waking the Dead (2000),Drama|Thriller,not set,not set
3459,Gothic (1986),Drama|Horror,not set,not set
3460,Hillbillys in a Haunted House (1967),Comedy,not set,not set
3461,Lord of the Flies (1963),Adventure|Drama|Thriller,not set,not set
3462,Modern Times (1936),Comedy|Drama|Romance,not set,not set
3463,Last Resort (National Lampoon's Last Resort) (1994),Comedy,not set,not set
3465,That's Life! (1986),Drama,not set,not set
3466,Heart and Souls (1993),Comedy|Fantasy,not set,not set
3467,Hud (1963),Drama|Western,not set,not set
3468,Hustler, The (1961),Drama,not set
3469,Inherit the Wind (1960),Drama,not set,not set
3470,Dersu Uzala (1975),Adventure|Drama,not set,not set
3471,Close Encounters of the Third Kind (1977),Adventure|Drama|Sci-Fi,not set,not set
3474,Retroactive (1997),Sci-Fi|Thriller,not set,not set
3475,Place in the Sun, A (1951),Drama|Romance,not set
3476,Jacob's Ladder (1990),Horror|Mystery,not set,not set
3477,Empire Records (1995),Comedy|Drama,not set,not set
3478,Bamba, La (1987),Drama,not set
3479,Ladyhawke (1985),Adventure|Fantasy|Romance,not set,not set
3480,Lucas (1986),Drama|Romance,not set,not set
3481,High Fidelity (2000),Comedy|Drama|Romance,not set,not set
3483,Road to El Dorado, The (2000),Animation|Children,not set
